brand,product,link,product_description,image_link
ADIDAS,Unisex Copa Pure 2 Club TF,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-copa-pure-2-club-tf-football-shoes/26518122/buy,Main material: Synthetic upper / Rubber outsole | Brand colour: Core Black / Carbon / Grey One | Solid design | Brand logo detail | Classic 3 striped detail | Lace-up closure | Cushioned footbed | Textured and patterned outsole | Warranty: 3 months | Warranty provided by brand owner/manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26518122/2024/3/20/b23d8b46-982b-4ec2-b3d8-e08113628ea31710926312029-ADIDAS-Unisex-Copa-Pure-2-Club-TF-Football-Shoes-63117109263-1.jpg"
ADIDAS,Women GALAXY 6 Running Shoes,https://www.myntra.com/sports-shoes/adidas/adidas-women-galaxy-6-running-shoes/26239616/buy,"Made in part with recycled materials | Cushioned comfort | A pair of white,silver-toned and pink solid round toe sports shoes with regular styling has a lace-up closure | Breathable mesh upper | Cushioned footbed | Rubber outsole | Regular fit | Textile lining | Cloudfoam midsole | OrthoLite(r) sockliner | Rubber outsole | Upper contains a minimum of 50% recycled content | Warranty: 3 months | Warranty provided by brand/manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26239616/2023/12/5/edaae411-3149-45ce-bd30-73891a0aaff71701758589062SportsShoes1.jpg"
Puma,Women Graphic 4 Solid Tights,https://www.myntra.com/tights/puma/puma-women-black-graphic-4-solid-tights/13889060/buy,Black solid tights with brand logo print detail | Has an elasticated waistband | Slip-on closure,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13889060/2021/5/17/21808cdd-935d-4276-9999-578957c464f31621237666002MayraWomenMulticolouredPrintedFitandFlareDressTshirtsTommyHi1.jpg"
Blissclub,Women Training Tights,https://www.myntra.com/tights/blissclub/blissclub-women-cloudflo-extra-softness-the-greatest-leggings-training-tights/20872038/buy,"Wide, Compressive Waistband | CloudFlo | Peached for extra softness | High-Waisted | No Camel Toe","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20872038/2024/6/12/6dcf5c46-8574-4d70-be63-51af234650091718192186244-Blissclub-Women-CloudFlo-Extra-Softness-The-Greatest-Legging-1.jpg"
Puma,Women Active Slim Sustainable Tights,https://www.myntra.com/tights/puma/puma-women-black-solid-active-slim-sustainable-tights/14928482/buy,Drycell | Tight fit | Cropped length | Elasticated waistband | PUMA Cat Logo at left thigh,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14928482/2021/8/5/15a28534-d18e-439f-be9f-63e39eac0b781628143902831-Puma-Women-Tights-4691628143902165-1.jpg"
HRX by Hrithik Roshan,Women Rapid-Dry Track Pants,https://www.myntra.com/track-pants/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-rapid-dry-training-track-pants-with-reflective-detail/25656860/buy,Navy blue solid training track pants | Has elasticated waistband | Rapid-dry technology  | Reflective detail | Drawstring closure | 2 pockets | Side taping detail ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25656860/2024/2/8/7f687e9a-7bba-4664-aa93-e913c66fd6081707373143363-HRX-by-Hrithik-Roshan-Women-Track-Pants-171707373142888-2.jpg"
HRX by Hrithik Roshan,Women Training Seamless Tights,https://www.myntra.com/tights/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-solid-rapid-dry-seamless-training-tights/11245464/buy,Rapid Dry technology wicks sweat & dries fast. | Anti-Microbial technology keeps odor-causing microbes away. | Seamless construction prevent chafing. | Mid rise waist gives secure fit. | Length: Ankle Length | Colour: Jet Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11245464/2020/6/10/832a1e2b-fa32-4994-ab3b-cd845e62d4641591769996190-HRX-by-Hrithik-Roshan-Women-Tights-3611591769994841-4.jpg"
HRX by Hrithik Roshan,Rapid-Dry Training Joggers,https://www.myntra.com/track-pants/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-rapid-dry-training-joggers/25656706/buy,Grey solid training joggers | Has elasticated waistband | Rapid-dry technology  | Drawstring closure | 2 pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25656706/2024/2/21/78ef4c89-e273-4643-93fb-0a457b442f2d1708499848086-HRX-by-Hrithik-Roshan-Women-Track-Pants-951708499847587-1.jpg"
Puma,Women HER Straight Pants,https://www.myntra.com/track-pants/puma/puma-women-sustainable-her-self-design-cropped-straight-pants/21533340/buy,A pair of blue with the ting of green self design straight pants | Elastic waistband with external drawcords | Decorative pintuck seams on front | Embroidered puma cat logo on left leg | Cropped length  | 2 pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21533340/2023/2/21/90a01e56-068d-43dd-951e-c5eb2dcba0381676954819081-HER-Straight-Womens-Pants-2591676954818351-1.jpg"
Puma,Ess Tape Hooded Sporty Jacket,https://www.myntra.com/jackets/puma/puma-women-ess-tape-full-zip-with-logo-printed-hooded-sporty-jacket/24539714/buy,"Jacket for women | Regular fit | Fleece-brushed jersey | Drawstring hood, Full-zip closure | Woven-tape PUMA Wordmark and PUMA Cat Logo on sleeves | Rubber-print PUMA No. 1 Logo on chest | Ribbed cuffs.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24539714/2023/8/18/7cdca1a4-6a84-4491-ab3c-bfa9fb6379b01692348221796ESSTAPEWomensFull-ZipHoodie1.jpg"
HRX by Hrithik Roshan,Women Active Essential,https://www.myntra.com/track-pants/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-black-active-essential-track-pants/6833352/buy,Active track pants for your daily workouts. | Pockets to keep essentials at hand | Length: Full Length | Colour: Black | Fit: Straight Fit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6833352/2022/5/18/151dc710-7ad6-4dc6-8bc9-5de3e3489dbb1652865488782-HRX-by-Hrithik-Roshan-Women-Black-Active-Essential-Track-Pan-1.jpg"
Puma,Round Neck Active Sustainable T-shirt,https://www.myntra.com/tshirts/puma/puma-women-black-solid-round-neck-active-sustainable-t-shirt/13499834/buy,"Black Tshirt for women | Solid | Regular length | Round neck | Short, regular sleeves | Knitted polyester fabric","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13499834/2021/6/1/245a7ec9-48e8-4fab-9635-c424fffd30e21622540152284PumaWomenBlueBrandLogoPrintedFavoriteHeatherCatTrainingT-shi1.jpg"
HRX by Hrithik Roshan,Training Rapid-Dry T-shirt,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-training-women-rapid-dry-solid-t-shirt/17861376/buy,Training T-shirt | Rapid-Dry Technology wicks sweat & makes the fabric dry fast. | Anti-microbial technology prevents the growth of odour-causing microbes keeping you fresh & hygienic all day. | Neck: Round Neck | Sleeve style: Raglan Sleeves | Design detailing: Solid | Length: Regular length | Colour: Desert Rose | Fit: Regular fit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17861376/2023/1/4/ce582859-35f4-42bc-9223-e27b1d1b26fa1672811273538-HRX-By-Hrithik-Roshan-Women-Printed-Rapid-Dry-Training-T-shi-5.jpg"
Puma,Women Essentials Tights,https://www.myntra.com/tights/puma/puma-women-essentials-tights/23413940/buy,"Tight fit for maximum comfort and control, | Elastic waistband, | PUMA No. 1 Logo in metallic print | This apparel was manufactured using sustainable cotton that gives a positive environmental impact","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23413940/2023/5/26/8cc07eae-bce4-4de4-89f5-12678670ec741685082720923EssentialsWomensLeggings1.jpg"
HRX by Hrithik Roshan,Women Rapid-Dry Track Pants,https://www.myntra.com/track-pants/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-rapid-dry-training-track-pants-with-reflective-detail/25656568/buy,Black solid training track pants | Has elasticated waistband | Rapid-dry technology  | Reflective detail | Drawstring closure | 2 pockets | Side taping detail ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25656568/2024/2/8/2cae696e-4414-4e13-92d1-26b4c04c9e001707373461444-HRX-by-Hrithik-Roshan-Women-Track-Pants-8351707373460947-1.jpg"
HRX by Hrithik Roshan,Rapid-Dry Training Joggers,https://www.myntra.com/track-pants/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-rapid-dry-training-joggers/25656720/buy,Navy blue solid training joggers | Has elasticated waistband | Rapid-dry technology  | Drawstring closure | 2 pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25656720/2024/2/21/065e3ad8-ac7e-4060-8a5c-a6bf4ab3c5971708499946201-HRX-by-Hrithik-Roshan-Women-Track-Pants-841708499945784-1.jpg"
Puma,Women Full-Zip Sweatshirt,https://www.myntra.com/sweatshirts/puma/puma-women-black-solid-essential-full-zip-hoodie-sweatshirt/19527094/buy,Black solid sweatshirt | 2 split kangaroo pockets | Long sleeves | Zip closure | Regular fit | Jersey-lined hood with drawcord for adjustability |  Ribbed cuffs and waistband | Some styles feature PUMA Cat Logo at left chest | Some styles feature PUMA No.1 Logo at left chest | Cotton and recycled polyester,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19527094/2022/9/7/b19a51a7-6c50-477e-a29d-7f418f5cc2cb1662547126003-Puma-Women-Black-Solid-Essential-Full-Zip-Hoodie-Sweatshirt--1.jpg"
Puma,Women Pure Cotton T-shirt,https://www.myntra.com/tshirts/puma/puma-women-brand-logo-printed-pure-cotton-outdoor-t-shirt/22109480/buy,"Black and white T-shirt for women | Brand logo printed | Regular length | Round neck | Short, regular sleeves | Knitted pure cotton fabric","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22109480/2023/9/5/06a17ac3-46b0-4f9d-bcb1-2d3582feda041693895310152PumaWomenBrandLogoPrintedPureCottonOutdoorT-shirt1.jpg"
Puma,Women Regular Fit T-shirt,https://www.myntra.com/tshirts/puma/puma-women-pink-brand-logo-printed-regular-fit-outdoor-t-shirt/17515090/buy,Fit Type-Regular Fit | All over abstract print | Ribbed crewneck collar & Short sleeves | Curved Hem | Puma Cat Logo | Flatlock stitching for anti-friction ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17515090/2022/3/14/8aadd6bd-1ac5-44d3-b92d-2ec969c943251647255030439Tshirts1.jpg"
Puma,Women High-Rise Sports Sustainable Shorts,https://www.myntra.com/shorts/puma/puma-women-regular-fit-pure-cotton-high-rise-outdoor-sports-sustainable-shorts/22797618/buy,Black solid outdoor sports shorts | Regular fit | High rise | Above knee length | A-line shape | Elastic waistband and adjustable drawcord | Metal drawcord ends | PUMA Wordmark and Cat Logo rubber print on the sides | 2 pockets | Cotton: Cotton in PUMA products comes from farms with a focus on sustainable farming such as water efficiency and soil health protection. | Recycled Content: Made with at least 20% recycled material as a step toward a better future ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22797618/2023/5/8/f68746ea-54c0-4f9a-8ed9-1b355caef2df1683533691752-Puma-Women-Pure-Cotton-High-Rise-Outdoor-Sports-Shorts-33116-1.jpg"
Puma,Women Graphic 8 Joggers,https://www.myntra.com/track-pants/puma/puma-women-black-graphic-8-solid-regular-fit-joggers/13889084/buy,Black solid mid-rise joggers | Elasticated waistband  | 2 pockets | Cuffed hems | Regular Fit,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13889084/2021/5/24/a4fe24d0-311f-40ac-97c5-6c59c087bf571621829515603RoadsterWomenBluePinkPureCottonPrintedTurtleNeckT-shirtTrack1.jpg"
HRX by Hrithik Roshan,Women Yoga Seamless Tights,https://www.myntra.com/tights/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-jet-black-solid-seamless-rapid-dry-yoga-tights/11245606/buy,Rapid-Dry technology wicks sweat & dries fast. | Anti-Microbial technology keeps odor-causing microbes away. | Seamless construction prevent chafing. | Colour: Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11245606/2022/11/14/2dd37ea7-8169-4907-b56d-67b4ada60f431668407585475-HRX-by-Hrithik-Roshan-Black-Solid-Seamless-Rapid-Dry-Yoga-Ti-1.jpg"
MKH,Women Typography Printed Dri-FIT T-shirt,https://www.myntra.com/tshirts/mkh/mkh-women-black-typography-printed-dri-fit-sports-t-shirt/18659102/buy,"Black Tshirt for women | Typography printed | Longline length | Round neck | Short, regular sleeves | Knitted polyester fabric","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18659102/2022/6/7/6e0751c5-553d-44a9-91d7-a2957548a14e1654604615749Tshirts1.jpg"
Puma,Full-Length Training Leggings,https://www.myntra.com/tights/puma/puma-women-black-dry-cell-performance-full-length-training-leggings/14644376/buy,dryCELL: PUMA's designation for moisture-wicking properties that help keep you dry and comfortable | Flatlock Stitching: PUMA's solution for less friction and higher comfort,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14644376/2023/7/17/4bfe07b8-7964-4ff0-b773-adf50761429c1689589784418PumaWomenBlackdryCELLPerformanceFull-LengthTrainingLeggings1.jpg"
Blissclub,Women On The Go Straight Pants,https://www.myntra.com/trousers/blissclub/blissclub-women-smart-straight-fit-high-rise-on-the-go-straight-pants-with-pintuck-design/19740456/buy,"Brown | Knitted trousers | Straight fit | Brand Fit: smart | High-rise | Length: regular | Pattern: solid  | Flat-front, with no pleats design | 2 pockets | Non iron | Pintuck Design","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19740456/2024/5/9/7dc0d3b7-9d2b-4ea4-9e17-c434918b9ed61715246866488-Blissclub-Women-Smart-Straight-Fit-High-Rise-On-The-Go-Strai-5.jpg"
HRX by Hrithik Roshan,Lightly Padded Bra,https://www.myntra.com/bra/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-seamless-non-wired-lightly-padded-rapid-dry-yoga-bra/23144518/buy,VANumber:HR_SS22_W_SB_KT_2250_04-C | Full coverage | Non-wired to retain natural lift and all-day comfort | Lightly padded for defined shaping of breasts | Seamless cups | Regular straps | Slip-on | Features: anti microbial,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23144518/2023/6/6/088a9977-2bbe-4865-a69f-501daecbf20e1686050221204-Seamless-Women-Dark-Oak-Rapid-Dry-Anti-microbial-Trainning-S-1.jpg"
Enamor,Lightly Padded Workout Bra,https://www.myntra.com/bra/enamor/enamor-bounce-control-high-impact-padded--wirefree-sb29-sports-bra-/23095616/buy,VANumber: sb29_black | Full coverage | Non-wired to retain natural lift and all-day comfort | Lightly padded for defined shaping of breasts | Cut and sew cups | Regular straps | Front closure,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23095616/2023/5/9/46e8dfa1-9804-4025-9723-cfde0505db161683633956051EnamorSB29High-ImpactSportsBraforWomen-FullCoveragePaddedand1.jpg"
Munaafi,Lightly Padded Workout Bra,https://www.myntra.com/bra/munaafi/munaafi-all-day-comfort-workout-bra---full-coverage-lightly-padded/29260100/buy,VANumber: 839pistagreen-m | Colour: sea green | Full coverage | Non-wired to retain natural lift and all-day comfort | Lightly padded for defined shaping of breasts | Seamless cups | Regular straps | Front closure | Features: all day comfort,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29260100/2024/4/30/db96d435-250d-4a52-a91c-93af6391ed731714479284203AdjustableSuperSupportiveSportsbra1.jpg"
HRX by Hrithik Roshan,Women Slim Fit Training Tights,https://www.myntra.com/tights/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-antimicrobial--rapid-dry-high-rise-slim-fit-training-tights/27175312/buy,Rapid Dry | Antimicrobial | Navy blue training Tights  | Slim Fit  | Has stripe detail  | High rise   | Slip on closure | Ankle Length,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27175312/2024/6/11/ad2a7a42-e0bb-4292-95ff-2c48cfe284211718103438228-HRX-by-Hrithik-Roshan-Women-Tights-7541718103437705-1.jpg"
Puma,Heather Cat Training T-Shirt,https://www.myntra.com/tshirts/puma/puma-performance-heather-cat-training-t-shirt/28054690/buy,dryCELL: PUMAs moisture-controlling technology with sweat-wicking properties that keeps you dry and comfortable | Product Color: Navy blue | Pattern: printed | Fit: Regular fit | Neck: Crew neck | Slip-on closure | Graphic PUMA Wordmark rubber print on chest,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28054690/2024/3/6/34666181-6962-4186-93ce-c7e70a70ca3c1709674220838HeatherCatWomensTrainingT-shirt1.jpg"
Puma,Unisex Badminton Indoor Shoes,https://www.myntra.com/sports-shoes/puma/puma-unisex-badminton-smash-sprint-indoor-shoes/25841290/buy,"A pair of black solid with round toe sports shoes with regular styling has a lace up closure | Mesh upper | Cushioned footbed | Rubber outsole | An engineered jacquard mesh upper | Better durability | Heel type: Flat | Shoe width: Regular fit | Shoe pronation: Neutral | Heel-to-toe-drop: 0 mm | Low boot, Lace closure, | PUMA cat logo branding | Warranty: 3 months | Warranty provided by brand/manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25841290/2023/11/10/904965cc-764d-46d7-92c7-f20a3f5e98971699605661861PumaBadmintonSmashSprintUnisexIndoorShoes1.jpg"
Puma,Unisex Sports Shoes,https://www.myntra.com/sports-shoes/puma/puma-unisex-smash-sprint-indoor-sports-shoes/26931980/buy,"Details:-Non-marking rubber outsole. | Suitable for use on indoor surfaces. | Low boot, | Lace closure, | Variofoam for a lightweight cushioning sensation, | Variomesh provides superb breathability and comfort, | Stability frame for lateral and medial support, | PUMA cat logo branding | A pair of white solid round toe sports shoes with regular styling has a lace-up closure | Textile upper | Cushioned footbed | Rubber outsole | Puma Wordmark on tongue and heel | Warranty: 3 Months | Warranty provided by brand/manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26931980/2024/1/15/776756a0-e551-4013-b43b-8e4a7fb121c61705335186709PumaSmashSprintIndoorSportsShoes1.jpg"
Nike,Unisex Basketball Shoes,https://www.myntra.com/sports-shoes/nike/nike-unisex-precision-6-basketball-shoes/25507442/buy,All-game comfort | Sculpted for speed | Traction for quick cuts | Secure your fit | A pair of white and black colourblocked with logo printed detail round toe sports shoes with regular styling has a lace-up closure | Synthetic upper | Cushioned footbed | PU outsole,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25507442/2023/10/16/823649e8-1e68-4472-9389-d278987c1e471697480609095NikePrecision6BasketballShoes1.jpg"
Skechers,GO RUN 400 Running Shoes,https://www.myntra.com/sports-shoes/skechers/skechers-women-go-run-400-running-shoes/26026322/buy,"5GEN midsole combines with a biometric design. 5th Generation technology delivers energy return at an even lighter weight. Biometric midsole construction for support and stability | Sole with GOimpulse sensors for responsive traction and ground feel | Goga Run insole provides shock absorption and support. | A pair of navy blue shoes, has regular styling, lace-ups detail | 5GEN midsole material delivers comfort and response | Breathable sandwich mesh fabric and synthetic upper | Comfortable lightweight and well ventilated upper design | Super lightweight sandwich mesh upper | Layered mesh for comfort and breathability | Synthetic overlays at sides and heel for added support | Side S logo detail | Quick-Fit Portal at heel for added easy wear | Ideal for recreational and training runs | Warranty: 3 months against manufacturing defects only | Warranty provided by the brand owner/manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26026322/2024/6/21/5ba5f8d8-d2af-45ea-ab2c-432a98fa2bb81718970901799-Skechers-Women-Mesh-Running-Shoes-3331718970901530-1.jpg"
ADIDAS,Women Galaxy 6 Running Shoes,https://www.myntra.com/sports-shoes/adidas/adidas-women-woven-design-round-toe-galaxy-6-running-shoes-with-striped-detail/26518086/buy,Cloudfoam technology | Main material: Mesh upper/ rubber outsole | Brand colour: HALBLU/PUTMAU/WONBLU | Woven design | Classic 3-stripe detail | Lace-up closure | Regular fit | Cushioned footbed | Textured and patterned outsole | Warranty: 3 months | Warranty provided by the brand owner/ manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26518086/2024/2/21/a51cdc85-93c4-4915-a8f6-eaa4669fc6441708496506872-ADIDAS-Women-Woven-Design-Round-Toe-Galaxy-6-Running-Shoes-w-1.jpg"
UNDER ARMOUR,Unisex Training or Gym Shoes,https://www.myntra.com/sports-shoes/under+armour/under-armour-unisex-ua-project-rock-bsr-4-ufc-sports-shoes/27644570/buy,"Updated perforated mesh upper provides durable ventilation | Strap & heel overlays for improved lockdown | Bootie design for superior fit, comfort & security | Charged Cushioning(r) midsole absorbs impact & converts it into a responsive burst | UA TriBase maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts | Full rubber outsole for elevated traction & durability | A pair of brown shoes, has regular Styling, | lace-ups detail Upper | Cushioned footbed | Textured and patterned outsole | Warranty: 3 months","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27644570/2024/2/20/8991b131-4fd4-40b6-91e4-a1eafbbb6c3b1708419365822-UA-Project-Rock-BSR-4-UFC-3651708419365594-1.jpg"
Skechers,Women Go Run 400 Running Shoes,https://www.myntra.com/sports-shoes/skechers/skechers-women-go-run-400-running-shoes/26026324/buy,"5GEN midsole material delivers comfort and response | 5th Generation technology delivers energy return at an even lighter weight | Goga Run insole provides shock absorption and support | A pair of black & Pink running shoes, has regular styling, lace-up detail | Mesh Upper | Super lightweight sandwich mesh upper | Layered mesh for comfort and breathability | Cushioned footbed | Textured and patterned outsole | Warranty: 3 months | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26026324/2024/3/13/d3aa2866-aef4-44e5-b974-1856b92302ef1710323298501-Skechers-Women-Sports-Shoes-3051710323298241-1.jpg"
ADIDAS,Women Courtpoint Tennis Shoes,https://www.myntra.com/sports-shoes/adidas/adidas-women-courtpoint-tennis-shoes/26517928/buy,Cloudfoam Comfort sockliner | Main material: Synthetic leather upper/ Rubber outsole | Brand color: Cloud White / Silver Metallic / Light Granite | Classic Adidas 3-stripe detail at upper | Lace-up closure | Warranty: 3 months | Warranty provided by brand/manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26517928/2024/2/19/a847548e-b6e7-495b-ad68-5f4edc690c5f1708316776016-ADIDAS-Women-Sports-Shoes-4621708316775763-1.jpg"
Puma,Unisex NRGY Comet Running Shoe,https://www.myntra.com/sports-shoes/puma/puma-unisex-nrgy-comet-running-shoes/21496368/buy,"COMFORT: A sleek, lightweight and breathable mesh upper ensures maximum comfort | CUSHIONING: PUMA NRGY Foam ensures maximum energy return and a smooth ride | A pair of grey running shoes, has regular styling, lace-ups detail | Textile Upper | Cushioned footbed | Softfoam sockliner gives a soft, plush feel under the foot | Ground-contact EVA outsole for lightweight grip | Textured and patterned outsole | Warranty: 3 months | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21496368/2024/5/28/2c70018c-f8ca-4545-970c-76fd95435fbe1716890417171-Puma-Unisex-NRGY-Comet-Running-Shoes-1001716890417091-6.jpg"
Skechers,Women Go Run 400 Running Shoes,https://www.myntra.com/sports-shoes/skechers/skechers-women-textured-go-run-400-running-shoes/26026326/buy,"5GEN(r) midsole material delivers comfort and response | Goga Run(r) insole provides shock absorption and support | Breathable sandwich mesh fabric and synthetic upper | Comfortable lightweight and well ventilated upper design | Sole with GOimpulse sensors for responsive traction | A pair of grey running shoes, has regular styling, lace-ups detail | Super lightweight sandwich mesh upper | Layered mesh for comfort and breathability | Cushioned footbed | Textured and patterned rubber outsole | Synthetic overlays at sides and heel for added support | Side S logo detail | Quick-Fit Portal at heel for added easy wear | Ideal for treadmill running and workouts | Warranty: 3 months | Warranty to be provided by the brand owner/manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26026326/2023/12/26/c8be785a-cf2c-4674-a0c0-c7bbaf86099c1703577821507-Skechers-Women-Sports-Shoes-6651703577821239-1.jpg"
ADIDAS,Women GALAXY 6 Running Shoes,https://www.myntra.com/sports-shoes/adidas/adidas-women-galaxy-6-running-shoes/26239622/buy,Made in part with recycled materials | Cushioned comfort | A pair of black and pink solid round toe sports shoes with regular styling has a lace-up closure | Breathable mesh upper | Cushioned footbed | Rubber outsole | Regular fit | Textile lining | Cloudfoam midsole | OrthoLite(r) sockliner | Rubber outsole | Upper contains a minimum of 50% recycled content | Warranty: 3 months | Warranty provided by brand/manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26239622/2023/12/5/f807b97c-8881-4356-a624-97c65804e1581701758623002SportsShoes1.jpg"
Puma,COMET 2 ALT Beta Running Shoes,https://www.myntra.com/sports-shoes/puma/puma-unisex-black--grey-comet-2-alt-beta-running-shoes/14276582/buy,The COMET 2 ALT BETA continues a successful franchise with an update that includes all-new SOFTRIDE. | This sporty and stylish running shoe is great on the go and for training. | The heel SOFTRIDE unit offers unparalleled cushioning underfoot and a smooth transition. | FIT+ evolves in this iteration to lock down the foot securely by integrating into the lacing system and extending next to the foot internally. | Athletic upper materials offer a soft feel and comfort at a value. | CAT & PUMA branding rounds out a dynamic design that is sure to be a solid addition to your rotation or stand alone as your go-to sports shoe.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14276582/2022/8/5/bc3c9cb2-261d-49af-bdb8-351cc562232b1659695012177-Puma-Unisex-Black--Grey-COMET-2-ALT-Beta-Running-Shoes-94816-1.jpg"
Nike,Women Downshifter 13 Road,https://www.myntra.com/sports-shoes/nike/nike-women-downshifter-13-road-running-shoes/27972510/buy,Soft and comfortable mesh offers a high level of breathability. | Main materials: Mesh | Product color: White | Fastening : Lace up | Outsole : PU | Reflective design details | Not intended for use as personal protective equipment (PPE),"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27972510/2024/3/1/bee6012d-0383-4ac4-8e1f-9f59a3746a371709294024013NikeDownshifter13WomensRoadRunningShoes1.jpg"
Red Tape,Women Mesh Walking Shoes,https://www.myntra.com/sports-shoes/red+tape/red-tape-women-slip-resistant-mesh-walking-shoes/23146846/buy,ON GROUND TRACTION: Designed To Provide Maximum Ground Stability And Better Traction On Different Surfaces Along With Casual Looks. | PERFORMANCE WITH COMFORT: Designed Carefully For Keeping Your Feet Relaxed All Day With Great Casual Looks. | SLIP RESISTANT: Made Up Of High-Quality EVA+TPU Sole Thus Giving You A High Intact Grip On Your Feet And Negating The Accident Falls And Slips. | LONG LASTING: These Walking Shoes Are Made Using High-Quality Textile Material Making Them Long Lasting & Durable.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23146846/2023/5/12/1748cfdf-51f5-4347-80db-8d57809bc5171683893577373SportsShoes1.jpg"
Puma,Women Softride Remi Shoes,https://www.myntra.com/sports-shoes/puma/puma-women-softride-remi-slip-on-running-shoes/27125826/buy,SOFTRIDE: Soft foam designed for all-day cushioning and comfort | SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel | A pair of black textured round toe regular running shoes with regular styling has a slip on closure | Textile upper | Low-cut boot | Midsole drop: Regular | Warranty: 3 Months | Warranty provided by Brand Owner/Manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27125826/2024/5/30/b4f31795-2b50-4a48-9f56-1963e2cc3e391717063429946-Puma-Women-Softride-Remi-Slip-On-Running-Shoes-2991717063429-11.jpg"
ADIDAS,Unisex X Crazyfast League,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-striped-detail-round-toe-x-crazyfast-league-football-shoes/26518184/buy,Main material: Textile upper/ rubber outsole | Brand colour: Team Solar Yellow 2 / Core Black / Cloud White | Classic 3-stripe detail | Lace-up closure | Regular fit | Cushioned footbed | Textured and patterned outsole | Warranty: 3 months | Warranty provided by the brand owner/ manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26518184/2024/2/20/52a31e3c-1683-463f-b395-8f9bdf3571fa1708414108325-ADIDAS-Unisex-Sports-Shoes-3061708414108101-1.jpg"
